epoch,train_loss,val_loss,iou,f1,precision,recall,accuracy,kappa,time_elapsed
1,1.4410920143127441,1.5019550323486328,0.0190455112606287,0.036032263189554214,0.0190455112606287,0.3333333432674408,0.05713653564453125,0,22.713362
