epoch,train_loss,val_loss,iou,f1,precision,recall,accuracy,kappa,time_elapsed
1,1.4062045542399089,1.4136856198310852,0.29658231139183044,0.31388571858406067,0.29658231139183044,0.3333333432674408,0.889746904373169,0,77.970643
2,1.3910464080174765,1.4024746775627137,0.29658231139183044,0.31388571858406067,0.29658231139183044,0.3333333432674408,0.889746904373169,0,154.037274
